icao,lat,lon
HLFL,28.7954,22.0809
HLGD,31.0617,16.5917
HLGL,28.6385,21.438
HLGT,25.1369,10.145
HLHM,30.7017,12.4867
HLKF,24.1769,23.3153
HLLB,32.0975,20.2708
HLLM,32.8944,13.2778
HLLQ,32.7942,21.9639
HLLS,27.0097,14.4306
HLLT,32.6694,13.1567
HLMB,30.3781,19.5764
HLML,27.975,22.3583
HLNF,30.5,18.5272
HLNM,29.5133,12.945
HLON,29.1333,15.95
HLRA,29.47,17.9312
HLSA,27.6583,22.5083
HLTD,30.1167,9.51667
HLTS,28.6084,19.3082
HLWA,28.29,19.9467
HLZA,28.5901,17.2942
HLZG,29.045,20.7817
HLZT,28.9534,19.7718
HLZU,30.875,20.07
HLZW,32.98,12.015
HMY,35.0264,-97.2316
HNE,61.9014,-147.304
HRR,63.8662,-148.969
HRYG,-1.67683,29.2592
HRYN,-2.33333,30.2
HRYR,-1.96656,30.1331
HRYU,-1.5,29.6333
HRZA,-2.45931,28.9084
HSAK,7.78333,33
HSAT,17.7133,34.0536
HSAW,8.76667,27.4
HSBR,6.2,31.5667
HSCG,18.75,37
HSDB,18.025,30.9583
HSDL,12.0833,29.6833
HSDN,19.1536,30.4294
HSDZ,11.7914,34.3361
HSFS,13.6167,25.3167
HSGF,14.1333,35.3167
HSGN,13.4889,22.45
HSGO,18.8667,28.1167
HSKA,15.3869,36.3292
HSKP,4.78333,33.5833
HSLI,11.0333,29.75
HSMD,4.91556,29.4661
HSMR,18.45,31.8333
HSNH,12.6667,28.3333
HSNL,12.0667,24.9
HSNM,3.61667,32.1333
HSNW,15.3556,35.7278
HSOB,13.1592,30.2486
HSPI,6.78333,33.1
HSPN,19.4331,37.2331
HSRJ,8.46667,25.6833
HSRN,11.75,32.8
HSSJ,4.87222,31.5931
HSSM,9.55833,31.65
HSSP,19.5765,37.2159
HSSS,15.5847,32.5569
HSSW,21.75,31.5083
HSTO,7.26667,28.9833
HSTR,4.4,32.5833
HSTU,5.6,27.45
HSWW,7.73333,27.9833
HSYA,4.56667,28.3833
HSYL,6.56667,30.5
HSZA,12.9,23.4833
HTAR,-3.36673,36.6205
HTBU,-1.33333,31.8167
HTCH,-8.55,33.4333
HTDA,-6.87811,39.2026
HTDO,-6.17036,35.7494
HTIR,-7.67056,35.7503
HTIY,-6.71667,32.1
HTKA,-4.88508,29.6702
HTKD,-4.93333,35.7667
HTKI,-8.91667,39.4833
HTKJ,-3.42941,37.0745
HTKO,-6.15,36.4167
HTKT,-5.83333,34.9333
HTLI,-9.83333,39.7833
HTLM,-3.36667,35.8167
HTMA,-7.89906,39.6688
HTMB,-8.91506,33.4567
HTMC,-3.18333,33.8
HTMD,-3.5,33.6167
HTMG,-6.8,37.65
HTMI,-10.7333,38.7667
HTMO,-4.91667,38.2333
HTMP,-6.35,31.0833
HTMS,-3.36667,37.3167
HTMT,-10.3361,40.182
HTMU,-1.49861,33.8014
HTMV,-6.3745,34.8987
HTMW,-2.44413,32.9319
HTNA,-10.3667,38.8
HTNG,-6.71747,38.1538
HTNJ,-9.35,34.8
HTPE,-5.25481,39.8094
HTSE,-4.08333,37.7
HTSH,-8.35,35.3
HTSN,-2.41667,34.8333
HTSO,-10.6833,35.5833
HTSU,-7.95039,31.6667
HTSY,-3.6,33.5
HTTB,-5.07361,32.8286
HTTG,-5.09999,39.0666
HTTU,-11.1,37.3667
HTUK,-2.05,33.05
HTUR,-5.06667,32.05
HTUT,-8.01667,38.8
HTUV,-5.05,30.3833
HTWK,-3.05,37
HTZA,-6.21875,39.2246
HU0A,3.3304,31.75
HUAR,3.05,30.9167
HUEN,0.040814,32.4405
HUGU,2.79949,32.2751
HUJI,0.45,33.2
HUKO,2.95333,34.1222
HUKS,0.188292,30.1016
HULI,2.25,32.9167
HUMA,-0.55,30.6
HUMI,1.75,31.75
HUMO,2.51667,34.5833
HUS,66.0411,-154.263
HUSO,1.72231,33.6187
HUTO,0.683333,34.1667
HWI,58.1274,-134.756
HX02,15.4433,-87.8983
HYG,55.2063,-132.828
HYL,55.4816,-132.646
I04,41.46,-90.4929
I05,37.5408,-87.9518
I08,45.1435,-114.929
I10,39.801,-81.5363
I12,40.2413,-84.151
I16,37.6004,-81.5593
I17,40.1647,-84.3084
I18,38.9298,-81.8195
I19,39.6917,-83.9902
I21,39.9048,-85.9242
I22,40.1689,-84.9257
I23,39.5704,-83.4205
I25,37.4168,-81.529
I27,42.8469,-91.3807
I32,38.1334,-83.538
I34,39.3269,-85.5225
I35,36.8598,-83.361
I38,39.1325,-84.8286
I39,37.6308,-84.3323
I40,40.3092,-81.8534
I41,38.457,-82.3138
I42,38.5834,-86.4625
I43,38.9814,-82.5779
I44,39.7659,-84.3433
I48,40.4025,-91.1651
I50,37.8501,-83.8458
I53,37.3095,-85.0588
I54,40.0201,-83.8285
I61,39.8892,-85.1633
I62,39.8626,-84.4333
I63,39.9875,-90.8042
I64,41.2931,-82.3707
I66,39.5029,-83.8631
I67,39.2589,-84.7743
I68,39.4622,-84.2518
I69,39.0784,-84.2102
I71,39.6542,-81.8032
I72,40.0489,-86.1578
I73,39.6826,-84.2408
I74,40.1333,-83.7536
I75,41.0522,-93.6897
I76,40.7863,-86.1464
I80,40.0036,-85.9647
I83,38.602,-86.14
I84,39.737,-82.0985
I86,39.6916,-82.1978
I89,38.0268,-81.1198
I91,38.0425,-87.3178
I93,37.7851,-86.4419
I94,37.7626,-81.9082
I95,40.6107,-83.6436
I96,37.0853,-85.3472
I99,40.2325,-85.6375
IA00,41.52,-94.3627
IA01,41.3514,-95.4664
IA02,42.262,-90.5801
IA03,42.5222,-92.4946
IA05,40.8517,-92.8585
IA06,41.3833,-92.1835
IA07,40.7667,-93.3002
IA08,42.2781,-94.5517
IA11,41.2939,-93.6655
IA12,43.0972,-93.4022
IA15,42.8869,-91.9361
IA16,41.7083,-91.5002
IA17,42.623,-92.5013
IA18,42.4708,-92.0885
IA20,42.1347,-91.5835
IA21,41.6,-90.3835
IA22,40.9384,-91.4035
IA23,42.8089,-91.0982
IA24,41.755,-91.7277
IA25,41.8006,-91.4399
IA26,40.8084,-91.8085
IA27,40.9778,-92.5877
IA28,42.0583,-91.6902
IA30,42.3,-90.7501
IA31,42.7666,-93.246
IA32,41.325,-92.7171
IA33,43.0119,-93.2424
IA35,41.1872,-95.9042
IA36,41.075,-94.4269
IA38,41.5481,-93.4292
IA41,41.4153,-93.5613
IA44,40.6514,-93.9608
IA45,42.775,-95.8461
IA47,41.6402,-93.8088
IA48,41.7417,-93.7252
IA49,43.145,-92.0535
IA50,41.2908,-92.188
IA51,41.5417,-94.0086
IA52,43.443,-94.848
IA54,42.5022,-90.8432
IA56,41.7805,-93.3794
IA58,42.115,-96.172
IA59,40.3917,-91.4168
IA61,41.0803,-91.9466
IA62,41.5333,-95.0753
IA63,41.2583,-92.5516
IA65,40.6209,-91.5418
IA66,41.3039,-93.5677
IA68,42.2667,-90.6007
IA69,42.8736,-95.8031
IA70,43.4258,-93.8358
IA76,40.7281,-93.3433
IA77,41.0264,-91.1418
IA80,42.4961,-91.1799
IA83,42.9539,-94.1677
IA84,42.4833,-96.2003
IA85,41.4351,-93.5405
IA86,41.2667,-93.5094
IA87,41.6575,-93.8211
IA93,41.6128,-95.8956
IA94,42.4333,-94.2836
IA97,42.3167,-92.2835
IBN,62.4018,-142.995
ID00,43.6957,-116.638
ID01,48.138,-116.198
ID04,42.0291,-111.423
ID05,47.9568,-116.677
ID06,47.8288,-116.784
ID07,47.6781,-117.025
ID09,47.7402,-116.998
ID10,46.9243,-116.958
ID11,46.3821,-116.513
ID12,43.1844,-112.466
ID13,47.3221,-116.64
ID16,43.4035,-114.273
ID17,45.011,-116.689
ID19,48.231,-116.389
ID21,47.7563,-117.024
ID22,47.978,-116.793
ID23,47.3924,-116.873
ID24,48.2235,-116.439
ID25,48.3508,-116.554
ID26,42.6082,-112.032
ID27,47.7555,-116.859
ID28,45.3791,-115.505
ID29,46.6974,-115.984
ID32,48.1055,-116.137
ID33,46.936,-115.865
ID34,47.9846,-116.683
ID35,44.2391,-116.143
ID36,48.3542,-116.507
ID39,42.7957,-115.734
ID40,43.4168,-116.706
ID41,44.8999,-115.333
ID43,47.5513,-116.764
ID44,44.2249,-116.18
ID48,47.9288,-116.711
ID50,43.6013,-112.243
ID52,43.993,-111.551
ID54,48.4791,-116.445
ID56,43.9819,-114.044
ID59,43.7016,-116.312
ID60,46.7132,-116.997
ID61,48.2966,-117.015
ID62,42.6083,-111.729
ID63,43.671,-117.025
ID65,47.581,-116.772
ID67,44.8082,-114.809
ID68,43.4846,-116.459
ID72,43.4174,-111.285
ID74,44.5366,-115.351
ID75,48.126,-116.165
ID76,45.3967,-115.483
ID77,44.7053,-116.807
ID78,48.1416,-116.182
ID79,43.5083,-116.668
ID84,46.6171,-115.8
ID85,46.7874,-116.168
ID86,44.2978,-115.641
ID87,43.4069,-111.974
ID88,43.2874,-115.08
ID90,45.8388,-116.659
ID92,43.7288,-116.523
ID93,44.8943,-115.713
ID94,46.7767,-116.691
ID95,43.861,-116.241
ID96,44.7852,-116.067
ID97,47.1071,-116.811
IDA,47.3341,-116.908
IDB,47.4857,-117.024
IG02,40.2731,-86.9075
IG03,39.3917,-86.6
IG04,39.0461,-85.1567
IG05,40.3944,-86.1278
IG07,39.0569,-85.0356
IGG,59.3237,-155.903
IGT,60.4703,-164.686
II01,40.7562,-85.2505
II02,41.3856,-84.8269
II03,39.1986,-85.1364
II04,40.8839,-87.3692
II05,41.0742,-86.0642
II06,39.97,-85.4708
II07,39.5323,-86.8322
II08,40.6609,-87.4397
II09,39.5737,-86.6181
II10,40.582,-86.1675
II11,41.2106,-84.9861
II12,40.9645,-86.3719
II13,40.4056,-87.1386
II14,40.9612,-85.5625
II15,40.9937,-86.3417
II16,41.637,-84.9494
II17,41.2681,-86.5595
II18,41.3356,-86.9286
II19,40.4061,-86.7536
II20,40.6737,-85.2633
II21,41.4753,-85.6947
II22,41.102,-86.9322
II24,41.4723,-85.8994
II25,39.3373,-86.7797
II26,40.7039,-87.1878
II27,40.1667,-85.9408
II28,41.2106,-85.0636
II29,39.6109,-86.7561
II30,38.9067,-87.4017
II31,41.1879,-88.1671
II32,38.0492,-87.3814
II33,38.4609,-87.655
II34,39.2731,-87.1222
II35,39.8087,-86.4956
II36,39.6653,-85.8167
II37,39.7464,-85.7747
II38,41.4264,-86.3164
II39,38.3362,-87.4678
II40,38.3084,-87.4086
II42,40.0686,-85.9222
II43,41.75,-86.1922
II45,37.8925,-87.19
II49,38.037,-86.9111
II50,39.4828,-86.6769
II51,41.4848,-85.593
II52,39.8775,-86.5278
II53,38.7703,-85.4847
II54,38.8159,-85.4464
II55,39.527,-86.3003
II58,40.5334,-85.2452
II59,39.84,-87.3936
II62,41.3878,-86.2586
II63,38.2575,-87.8236
II65,40.8875,-87.1236
II67,40.4278,-85.3735
II68,39.855,-86.9592
II69,38.7181,-85.7602
II70,40.3845,-86.0633
II71,39.3864,-85.6172
II72,39.1958,-85.2056
II73,40.2262,-84.835
II74,41.5598,-86.0531
II75,40.6792,-85.4153
II76,38.8507,-86.1368
II77,40.2595,-85.2605
II78,39.8584,-85.6016
II79,41.077,-86.7245
II81,38.3806,-87.2206
II82,39.7942,-86.5778
II83,39.8342,-86.4342
II84,37.932,-87.7714
II85,40.8962,-85.0491
II86,40.0156,-85.8875
II87,39.4514,-86.3283
II89,38.087,-87.6817
II90,41.1998,-86.8364
II91,39.8439,-86.5053
II93,39.4839,-86.2269
II94,40.1284,-85.8861
II95,41.3645,-86.0633
II96,38.4928,-86.9331
II97,39.4778,-85.8833
II98,39.0439,-87.422
II99,41.4364,-86.4708
IKO,52.9417,-168.85
IL01,40.7925,-90.4382
IL02,42.4722,-87.9084
IL05,42.4403,-88.489
IL06,41.64,-89.3929
IL07,41.7236,-89.2918
IL09,41.6314,-89.4051
IL10,41.467,-89.9415
IL11,42.4653,-88.0404
IL12,39.88,-90.4651
IL13,41.4708,-89.1808
IL15,40.5653,-90.5487
IL16,37.5401,-89.1226
IL17,39.7206,-88.4959
IL18,38.387,-90.1918
IL23,42.4425,-89.4501
IL24,39.7075,-89.8831
IL28,39.8067,-90.3665
IL29,41.3,-87.65
IL31,39.8417,-88.4584
IL34,42.2145,-88.757
IL35,38.182,-89.8084
IL36,42.3209,-88.7584
IL38,41.767,-88.532
IL39,38.5112,-90.2371
IL45,40.3111,-88.0153
IL46,40.4667,-91.0335
IL48,42.107,-89.3029
IL50,41.2825,-90.2185
IL51,41.0381,-88.3376
IL52,40.4392,-91.144
IL53,40.4612,-91.0738
IL54,37.7928,-89.6047
IL55,40.1603,-88.3045
IL56,40.2203,-88.2537
IL57,40.422,-89.0206
IL58,41.4361,-88.2487
IL59,41.432,-88.2473
IL60,40.7431,-88.2912
IL63,40.7,-88.6751
IL64,40.1806,-89.5001
IL65,41.005,-90.7085
IL66,41.4298,-89.164
IL68,42.0772,-88.1598
IL72,41.1156,-89.0448
IL78,41.1311,-87.7923
IL80,40.2167,-88.9001
IL81,40.9361,-88.0417
IL82,40.1095,-88.8287
IL84,40.5764,-91.1029
IL85,40.6531,-87.8303
IL86,39.9362,-90.4668
IL87,41.7111,-89.1123
IL88,41.675,-89.1168
IL91,41.0209,-88.6534
IL93,41.9453,-88.924
IL94,40.2263,-89.2429
IL95,41.2231,-88.1453
IL96,41.3878,-88.6701
IL97,39.737,-89.8098
IL99,41.5928,-88.9673
IN00,40.5453,-87.0522
IN01,39.8881,-86.0661
IN04,38.8464,-87.2403
IN05,39.6606,-85.5483
IN08,39.1695,-87.1903
IN09,40.5242,-87.4119
IN10,40.9759,-86.42
IN11,41.2928,-86.0711
IN12,40.4348,-86.7653
IN13,38.2237,-85.975
IN14,38.239,-86.0194
IN15,38.6048,-87.4631
IN16,40.19,-86.9222
IN18,41.2745,-84.805
IN19,39.6431,-85.9817
IN20,39.4537,-86.2803
IN21,40.0431,-85.2605
IN23,37.9084,-87.7584
IN25,39.9981,-86.5772
IN26,41.2614,-86.8725
IN27,40.1792,-86.1158
IN29,40.5736,-87.1036
IN30,38.4023,-87.5995
IN31,40.0223,-85.7536
IN32,39.9773,-85.7444
IN33,40.7362,-86.1153
IN34,40.8345,-86.0522
IN35,40.6542,-86.0228
IN36,40.7981,-86.0494
IN38,41.5453,-86.4528
IN39,40.7673,-86.9208
IN40,37.91,-87.1828
IN41,40.3548,-85.0491
IN42,41.4903,-86.1994
IN43,38.4751,-85.9972
IN44,38.5642,-86.0575
IN45,39.8251,-86.8834
IN46,39.7389,-87.2195
IN47,39.7736,-84.9228
IN48,39.5509,-85.6911
IN49,39.4875,-85.8053
IN50,39.4403,-85.7653
IN51,40.14,-86.1525
IN53,39.2917,-86.8236
IN54,41.2837,-86.4628
IN55,40.0792,-87.2611
IN57,39.2614,-87.4209
IN58,40.9037,-84.8475
IN59,37.945,-87.4245
IN60,40.0178,-86.1603
IN61,41.2642,-87.1344
IN62,41.2448,-85.2975
IN63,40.3667,-85.3386
IN64,39.5609,-86.204
IN65,41.6914,-85.5955
IN67,38.9373,-85.7375
IN68,38.1355,-86.0186
IN69,41.6656,-85.8322
IN70,41.6336,-87.027
IN71,41.1856,-85.5216
IN72,40.7859,-85.2442
IN73,41.2223,-86.3861
IN74,41.307,-86.4375
IN76,41.1264,-86.6933
IN77,39.9667,-87.2306
IN80,38.3214,-86.4908
IN81,41.7273,-86.0675
IN82,41.7495,-86.0881
IN83,41.5023,-84.9302
IN84,41.4081,-86.7472
IN85,40.8373,-85.4836
IN86,41.2803,-86.632
IN87,41.3514,-86.6264
IN88,39.5134,-86.7639
IN89,41.4501,-85.6055
IN90,41.2598,-87.4814
IN91,41.0023,-84.9919
IN92,38.6528,-87.5636
IN93,41.712,-86.4328
IN95,41.2275,-86.7903
IN98,39.6831,-85.8442
IN99,39.4067,-86.3055
IS00,40.8417,-89.2745
IS01,39.2689,-89.904
IS02,40.7784,-87.7917
IS03,42.4164,-88.1555
IS05,38.2745,-89.6351
IS07,39.3536,-88.6064
IS08,40.2628,-90.2368
IS10,40.5414,-88.8215
IS13,39.5792,-87.8486
IS15,42.0325,-88.9026
IS16,37.4667,-89.2284
IS19,42.3353,-89.3236
IS23,42.01,-88.2911
IS24,41.2,-88.2001
IS26,40.1834,-88.6153
IS27,40.5128,-88.1348
IS33,39.0456,-89.8407
IS34,38.7067,-87.6334
IS36,38.96,-89.6475
IS37,42.3239,-89.9929
IS40,42.0944,-89.0272
IS41,41.4609,-88.592
IS43,39.87,-88.075
IS45,39.9767,-91.334
IS47,42.0306,-88.7018
IS51,40.4514,-91.2038
IS52,40.9278,-87.6225
IS54,39.6431,-89.1445
IS55,40.5909,-90.9424
IS56,40.0881,-90.8854
IS57,42.1797,-88.6507
IS59,42.1339,-88.9242
IS60,39.1942,-90.1561
IS62,40.8673,-89.4531
IS63,41.9703,-88.7509
IS64,40.7231,-88.8667
IS65,41.6384,-88.6445
IS66,40.5923,-91.2015
IS68,41.0223,-88.9254
IS69,39.9189,-90.511
IS70,39.3606,-89.2756
IS71,42.4583,-89.195
IS72,40.6361,-88.1445
IS73,41.5325,-89.7019
IS77,39.2208,-89.3328
IS78,42.3667,-89.2319
IS79,42.2367,-88.3523
IS80,41.9178,-88.7893
IS82,39.3381,-90.1781
IS83,42.2275,-88.7672
IS84,38.8703,-89.984
IS85,39.5048,-90.5054
IS86,41.0417,-88.1917
IS88,40.1486,-87.6945
IS91,39.5092,-89.8515
IS93,42.4425,-89.4993
IS94,41.6056,-88.6612
IS95,41.5586,-88.6645
IWK,65.6239,-168.099
JB01,43.7572,-89.6526
JB4,53.7067,-100.345
JCB,-5.6565,151.508
JD4,52.88,-108.288
JHM,20.9629,-156.673
JL3,49.4167,-107.083
JLA,60.4827,-149.719
JR8,50.765,-99.4967
JS2,56.9483,-102.24
JSL,-4.7494,145.005
JT5,49.2617,-101.013
JU3,50.085,-98.5083
JVM,61.7314,-148.928
JY04,39.0651,-74.9096
JY07,40.6957,-75.1324
JY08,39.6501,-75.2841
JY17,39.4722,-75.2775
JY24,40.9237,-74.8704
JY31,39.4468,-75.3132
JZZ,59.7266,-157.259
K00,32.5137,-96.2369
K01,40.3875,-95.7892
K02,37.8687,-89.8621
K03,43.9689,-74.4288
K06,39.9734,-90.4037
K07,37.9357,-91.8135
K08,38.0333,-102.117
K09,43.4534,-74.5176
K11,36.2176,-95.65
K13,42.8681,-74.0287
K15,38.1105,-92.6805
K16,43.2584,-75.6038
K17,37.5897,-100.469
K19,40.2622,-94.339
K20,37.3878,-83.2621
K21,44.9917,-73.3635
K22,37.751,-82.6367
K23,42.6292,-74.8871
K24,37.0089,-85.1028
K26,39.3167,-93.5002
K27,42.8931,-73.6684
K29,64.8979,-163.703
K30,43.1833,-73.6332
K31,42.7784,-74.5776
K32,37.7481,-97.4067
K33,37.6152,-91.6044
K34,38.8069,-94.9562
K36,42.0044,-96.1036
K38,39.7335,-97.0477
K39,38.3759,-90.9707
K40,62.6562,-160.205
K43,40.5402,-93.0255
K45,37.0536,-88.0948
K46,41.4181,-96.1136
K47,38.4925,-94.4125
K49,36.5084,-101.81
K50,37.5667,-97.167
K51,37.2626,-98.5462
K52,39.6344,-91.727
K54,65.2409,-166.336
K55,61.1773,-145.688
K57,40.4458,-95.3628
K58,37.1667,-99.7751
K59,39.5705,-95.1803
K61,39.4712,-98.1288
K62,38.7042,-84.3916
K63,38.6792,-96.5711
K64,38.8375,-95.1822
K65,38.4897,-100.48
K67,37.1598,-95.0425
K68,38.2792,-95.2169
K71,39.0581,-98.167
K72,39.7728,-99.3601
K74,46.6488,-96.9986
K75,39.4292,-98.6795
K77,36.7575,-99.102
K78,38.9041,-97.2359
K79,37.9844,-99.8943
K81,38.5375,-94.9252
K82,39.7611,-98.7934
K83,39.9042,-95.7794
K87,39.8792,-95.5253
K88,37.8701,-95.3864
K89,39.7287,-92.4572
K91,39.6792,-95.5336
K94,38.5483,-99.2887
K96,39.7809,-88.3062
K97,39.5995,-90.8312
K98,42.7639,-92.8044
KA4,49.2817,-96.5017
KAAA,40.1585,-89.335
KAAF,29.7275,-85.0275
KAAO,37.7476,-97.2211
KAAP,29.7225,-95.5883
KAAS,37.3583,-85.3094
KAAT,41.483,-120.565
KABE,40.6524,-75.4404
KABI,32.4113,-99.6819
KABQ,35.0402,-106.609
KABR,45.4491,-98.4218
KABY,31.5355,-84.1945
KACB,44.9886,-85.1984
KACJ,32.1108,-84.1889
KACK,41.2531,-70.0602
KACQ,44.0735,-93.5529
KACT,31.6113,-97.2305
KACV,40.9781,-124.109
KACY,39.4576,-74.5772
KACZ,34.7179,-78.0036
KADC,46.4503,-95.211
KADG,41.8694,-84.0748
KADH,34.8043,-96.6713
KADM,34.3032,-97.0195
KADS,32.9686,-96.8364
KADT,39.8401,-101.042
KADU,41.7014,-94.9205
KADW,38.8108,-76.867
KAE,56.973,-133.946
KAEG,35.1452,-106.795
KAEL,43.6815,-93.3672
KAEX,31.3274,-92.5486
KAFF,38.9697,-104.813
KAFJ,40.1365,-80.2902
KAFK,40.6069,-95.8657
KAFN,42.8051,-72.003
KAFO,42.7112,-110.942
KAFP,35.024,-80.0813
KAFW,32.9876,-97.3188
KAGC,40.3544,-79.9302
KAGO,33.228,-93.217
KAGS,33.3699,-81.9645
KAGZ,43.0633,-98.2962
KAHC,40.2662,-120.153
KAHH,45.2811,-92.3754
KAHN,33.9486,-83.3263
KAHQ,41.2413,-96.594
KAIA,42.0532,-102.804
KAID,40.1086,-85.613
KAIG,45.1542,-89.1107
KAIK,33.6496,-81.6845
KAIO,41.4073,-95.0469
KAIT,46.5484,-93.6768
KAIV,33.1071,-88.1973
KAIY,39.36,-74.4561
KAIZ,38.096,-92.5495
KAJG,38.6065,-87.7267
KAJO,33.8977,-117.602
KAJR,34.5008,-83.5549
KAKH,35.2027,-81.1499
KAKO,40.1756,-103.222
KAKQ,36.9872,-77.0011
KAKR,41.0375,-81.4669
KAL,64.3257,-158.744
KALB,42.7481,-73.803
KALI,27.7409,-98.0269
KALM,32.8399,-105.991
KALN,38.8903,-90.0461
KALO,42.5571,-92.4003
KALS,37.4349,-105.867
KALW,46.0946,-118.288
KALX,32.9148,-85.963
KAMA,35.2194,-101.706
KAMG,31.5361,-82.5066
KAMN,43.3221,-84.688
KAMT,38.8515,-83.5663
KAMW,41.992,-93.6218
KANB,33.5882,-85.8581
KAND,34.4949,-82.709
KANE,45.145,-93.2114
KANJ,46.4792,-84.3684
KANP,38.9429,-76.5684
KANQ,41.6397,-85.0835
KANW,42.5792,-99.993
KANY,37.1585,-98.0796
KAOC,43.6034,-113.334
KAOH,40.7069,-84.0267
KAOO,40.2964,-78.32
KAOV,36.9719,-92.6819
KAPA,39.5701,-104.849
KAPC,38.2132,-122.281
KAPF,26.1528,-81.7751
KAPG,39.4662,-76.1688
KAPN,45.0781,-83.5603
KAPT,35.0607,-85.5853
KAPV,34.5753,-117.186
KAQP,45.2275,-96.0043
KAQR,34.3983,-96.1481
KAQW,42.6959,-73.1704
KARA,30.0378,-91.8839
KARB,42.223,-83.7456
KARG,36.1253,-90.9246
KARR,41.7719,-88.4757
KART,43.9919,-76.0217
KARV,45.9279,-89.7309
KASD,30.3451,-89.8208
KASE,39.2232,-106.869
KASG,36.1764,-94.1192
KASH,42.7817,-71.5148
KASJ,36.2975,-77.1709
KASL,32.5205,-94.3078
KASN,33.5699,-86.0509
KAST,46.158,-123.879
KASW,41.2747,-85.8401
KASX,46.5485,-90.919
KASY,46.0239,-99.3526
KATA,33.1018,-94.1953
KATL,33.6404,-84.4269
KATS,32.8525,-104.468
KATT,30.2986,-97.7017
KATW,44.2574,-88.5195
KATY,44.914,-97.1547
KAUG,44.3206,-69.7973
KAUH,40.8941,-97.9946
KAUM,43.665,-92.9334
KAUN,38.9548,-121.082
KAUO,32.6151,-85.434
KAUS,30.1945,-97.6699
KAUW,44.9262,-89.6266
KAVC,36.6883,-78.0545
KAVK,36.7732,-98.6699
KAVL,35.4362,-82.5418
KAVO,27.5911,-81.5279
KAVP,41.3382,-75.7243
KAVQ,32.4094,-111.219
KAVX,33.4049,-118.416
KAWG,41.2761,-91.6734
KAWM,35.1351,-90.2344
KAWO,48.1607,-122.159
KAXA,43.0779,-94.272
KAXH,29.5061,-95.4769
KAXN,45.8663,-95.3947
KAXQ,41.2258,-79.441
KAXS,34.6988,-99.3381
KAXV,40.4934,-84.2989
KAXX,36.422,-105.29
KAYS,31.2491,-82.3953
KAYX,35.3926,-86.0858
KAZC,36.9599,-113.014
KAZE,31.8847,-82.6474
KAZO,42.2349,-85.5521
KB8,50.5,-96.0983
KBAB,39.1361,-121.437
KBAD,32.5019,-93.6626
KBAF,42.1577,-72.7156
KBAK,39.2619,-85.8963
KBAM,40.599,-116.874
KBAX,43.7802,-82.9854
KBAZ,29.7045,-98.0422
KBBB,45.3319,-95.6506
KBBD,31.1782,-99.3246
KBBP,34.6217,-79.7344
KBBW,41.4365,-99.6422
KBCB,37.2076,-80.4078
KBCE,37.7064,-112.145
KBCK,44.2507,-90.8553
KBCT,26.3785,-80.1077
KBDE,48.7284,-94.6122
KBDG,37.583,-109.483
KBDJ,46.1375,-89.646
KBDL,41.9389,-72.6832
KBDQ,35.1362,-92.7135
KBDR,41.1635,-73.1262
KBDX,45.4333,-105.417
KBE,55.9291,-131.572
KBEC,37.6945,-97.215
KBED,42.47,-71.289
KBEH,42.1286,-86.4285
KBFA,45.1658,-84.9241
KBFD,41.8031,-78.6401
KBFF,41.874,-103.596
KBFI,47.53,-122.302
KBFK,36.8633,-99.6187
KBFL,35.4336,-119.057
KBFM,30.6265,-88.068
KBFR,38.84,-86.4454
KBFW,47.249,-91.4156
KBGD,35.7,-101.394
KBGE,30.9715,-84.6369
KBGF,35.1775,-86.0662
KBGM,42.2085,-75.9796
KBGR,44.8074,-68.8281
KBHB,44.4497,-68.3615
KBHC,31.7138,-82.3938
KBHK,46.3476,-104.259
KBHM,33.5629,-86.7535
KBID,41.1681,-71.5778
KBIE,40.3013,-96.7541
KBIF,31.8501,-106.381
KBIH,37.3731,-118.364
KBIL,45.8077,-108.543
KBIS,46.7727,-100.746
KBIV,42.7432,-86.105
KBIX,30.4111,-88.9239
KBJC,39.9088,-105.117
KBJI,47.5094,-94.9337
KBJJ,40.8748,-81.8883
KBKD,32.719,-98.891
KBKE,44.8373,-117.809
KBKF,39.7018,-104.752
KBKL,41.5175,-81.6833
KBKT,37.0742,-77.9575
KBKV,28.4736,-82.4554
KBKW,37.7873,-81.1242
KBKX,44.3048,-96.8169
KBLF,37.2958,-81.2077
KBLH,33.6192,-114.717
KBLI,48.7928,-122.538
KBLM,40.1869,-74.1249
KBLU,39.2749,-120.709
KBLV,38.5452,-89.8352
KBMC,41.5524,-112.062
KBMG,39.146,-86.6167
KBMI,40.478,-88.916
KBML,44.5754,-71.1759
KBMQ,30.7389,-98.2386
KBMT,30.0704,-94.2155
KBNA,36.1245,-86.6782
KBNG,33.9231,-116.851
KBNL,33.2578,-81.3883
KBNO,43.5921,-118.955
KBNW,42.0496,-93.8476
KBOI,43.5644,-116.223
KBOK,42.0746,-124.29
KBOS,42.3643,-71.0052
KBOW,27.9434,-81.7834
KBPI,42.5851,-110.111
KBPK,36.3689,-92.4705
KBPP,46.187,-103.428
KBPT,29.9508,-94.0207
KBQK,31.259,-81.4663
KBRD,46.3979,-94.1372
KBRL,40.7832,-91.1255
KBRO,25.9068,-97.4259
KBRY,37.8143,-85.4996
KBST,44.4097,-69.0123
KBTF,40.8694,-111.927
KBTL,42.3073,-85.2515
KBTM,45.9548,-112.497
KBTN,45.8151,-97.7431
KBTP,40.7769,-79.9497
KBTR,30.5332,-91.1496
