icao,lat,lon
3NY3,42.8598,-74.8243
3NY4,42.922,-74.6268
3NY5,42.0237,-75.9571
3NY6,42.8412,-74.1787
3NY7,42.9833,-74.5167
3NY9,42.6644,-78.6731
3O1,37.2627,-120.963
3O3,34.9798,-97.3859
3O4,35.1676,-99.6579
3O5,34.3726,-98.4059
3O7,36.8933,-121.41
3O8,36.248,-120.238
3O9,36.5776,-94.8619
3OA8,39.2376,-83.2607
3OH0,39.9309,-84.0135
3OH1,39.6973,-84.5427
3OH3,39.9839,-83.6133
3OH4,41.6039,-80.5898
3OH5,38.804,-83.4071
3OH6,40.7833,-84.3678
3OH7,39.0301,-84.0466
3OH8,40.7023,-84.7644
3OH9,39.5535,-83.8521
3OI0,40.1609,-82.6243
3OI6,40.9612,-82.3707
3OK0,34.705,-96.5767
3OK1,35.73,-97.967
3OK2,35.592,-97.3278
3OK7,36.2418,-96.1342
3OK8,36.1167,-96.2336
3OL8,36.8779,-95.1491
3OR1,44.3646,-122.958
3OR2,45.3124,-117.959
3OR8,44.2832,-121.269
3OR9,43.9574,-118.132
3P3,46.3597,-102.323
3PA0,40.3834,-76.4664
3PA1,40.3723,-75.3377
3PA2,40.8806,-75.6357
3PA3,41.3167,-76.0496
3PA4,41.7779,-76.1372
3PA6,40.9934,-76.9002
3PA8,39.8204,-75.9258
3PA9,40.2968,-75.248
3PN0,39.9604,-77.2591
3PN1,41.622,-75.5963
3PN2,39.759,-77.3475
3PN3,41.2837,-76.0352
3PN6,41.7501,-80.0831
3PN9,40.4418,-79.5501
3Q0,38.3833,-118.101
3Q4,38.8332,-119.396
3R0,28.3646,-97.7921
3R1,28.9733,-95.8635
3R2,30.1617,-92.484
3R3,30.4136,-97.665
3R4,31.5449,-93.4865
3R7,30.2427,-92.6734
3R8,38.6573,-85.7902
3R9,30.3576,-97.9945
3RC,44.475,-84.5667
3RU,33.3326,-84.4019
3S2,44.514,-70.4065
3S4,42.1037,-123.682
3S5,43.0359,-84.4339
3S6,43.2235,-122.421
3S7,45.6982,-123.93
3S8,42.5101,-123.388
3S9,45.2465,-120.166
3SC4,34.7736,-81.9864
3SC7,33.5397,-79.5319
3SQ,38.8487,-90.5001
3SY,39.7987,-86.3556
3T0,33.84,-96.8117
3T1,32.7422,-95.4965
3T2,29.48,-95.3272
3T3,45.044,-92.0204
3T5,29.908,-96.95
3T8,31.6788,-97.3628
3TA,37.9583,-98.6504
3TA0,30.0969,-100.405
3TA1,30.0366,-98.6975
3TA2,29.7366,-96.0641
3TA4,31.4858,-98.9761
3TA5,30.1335,-98.3836
3TA6,29.5419,-100.253
3TA7,33.1437,-97.8045
3TA8,28.7197,-100.055
3TA9,28.7086,-100.007
3TE,42.0251,-83.9392
3TE0,30.7316,-96.1311
3TE1,29.9516,-94.9044
3TE3,29.4696,-103.937
3TE4,30.0088,-104.665
3TE5,35.3306,-101.385
3TE6,35.57,-101.169
3TE7,30.2419,-101.417
3TE8,29.3194,-103.584
3TE9,30.1058,-94.9588
3TN0,36.5353,-82.4306
3TN2,35.8217,-84.611
3TN3,36.2633,-88.7572
3TN4,35.8809,-83.7271
3TN6,35.0968,-89.2806
3TN8,35.7665,-84.1817
3TN9,36.6133,-86.8103
3TR,41.8359,-86.2252
3TS0,32.5085,-94.7002
3TS1,30.0114,-98.0405
3TS3,29.3747,-95.2905
3TS5,29.4711,-95.8863
3TS7,30.0211,-94.946
3TS9,33.3793,-95.6036
3TX1,32.0917,-95.4447
3TX2,33.0807,-97.3489
3TX3,33.1196,-97.3197
3TX4,33.0946,-97.3803
3TX5,29.3711,-98.2317
3TX6,33.1335,-97.2967
3TX7,33.1408,-97.3711
3TX8,33.1251,-97.3461
3TX9,32.5276,-97.2808
3U0,42.0207,-115.338
3U1,45.2682,-115.683
3U2,44.9121,-115.486
3U3,46.1531,-112.868
3U4,45.6,-106.267
3U5,47.4633,-112.38
3U7,47.4813,-112.87
3U8,48.1625,-110.113
3U9,46.2116,-112.106
3V0,43.725,-103.35
3V4,40.3342,-103.804
3V5,40.5883,-105.042
3V7,45.125,-105.092
3VA0,38.7759,-77.9106
3VA1,38.7743,-77.7997
3VA2,38.6243,-77.7861
3VA3,38.5504,-77.7158
3VA4,37.8576,-76.7358
3VA5,38.6318,-78.0839
3VA7,39.0626,-78.0914
3VA8,36.8563,-76.6822
3VG3,37.9361,-76.3486
3VS,38.4278,-92.8752
3W2,41.6367,-82.8283
3W3,38.9182,-76.358
3W5,48.5269,-121.758
3W6,34.5502,-78.7831
3W7,47.9235,-119.081
3W8,45.8,-99.6421
3W9,41.6944,-82.7966
3WA0,46.8976,-122.67
3WA1,47.6036,-120.67
3WA2,47.4915,-118.251
3WA3,46.6485,-118.583
3WA4,46.7165,-118.618
3WA9,46.9629,-122.8
3WI0,44.6422,-87.4198
3WI1,42.657,-88.0876
3WI2,43.1528,-88.9846
3WI3,44.7652,-89.4073
3WI4,44.9236,-89.4023
3WI5,42.8125,-88.7265
3WI6,42.5901,-88.8746
3WI7,43.0333,-88.4582
3WI8,44.0533,-89.1218
3WI9,45,-91.3835
3WO,44.7878,-88.5615
3X5,41.718,-82.8211
3XS0,33.2685,-97.0711
3XS1,28.7672,-96.3069
3XS4,30.1344,-93.936
3XS5,29.298,-98.6767
3XS7,29.9934,-95.9304
3XS8,30.1308,-95.9002
3Y0,42.25,-95.1003
3Y2,42.9851,-91.7906
3Y3,41.3628,-94.0211
3Y4,41.7361,-95.6836
3Y7,45.3875,-101.442
3Z1,64.8317,-166.132
3Z5,62.0684,-145.427
3Z8,59.747,-158.875
3Z9,59.235,-135.441
40AK,60.5553,-150.842
40AZ,33.0789,-112.129
40C,42.1995,-86.2499
40CL,38.3374,-120.973
40D,45.7902,-89.121
40FL,26.8851,-81.7512
40G,35.6506,-112.148
40I,39.5053,-84.1219
40II,41.3514,-84.8169
40IL,41.0058,-88.6581
40IN,39.0742,-86.1542
40J,30.0693,-83.5806
40KS,38.54,-95.4508
40KY,38.2934,-85.205
40LA,32.346,-91.9696
40LL,39.4734,-88.9598
40MN,43.8666,-95.0142
40MO,39.4228,-94.8377
40N,39.979,-75.8655
40NE,41.975,-98.5159
40OH,41.4512,-81.2348
40OI,41.062,-81.9785
40OK,36.1161,-96.5381
40PN,40.0929,-76.4925
40TA,31.313,-96.2205
40TE,30.7891,-97.655
40TS,31.7724,-97.1322
40U,40.9861,-109.678
40WI,44.0583,-91.4307
40XS,30.518,-97.7806
41A,32.5144,-85.8758
41AK,60.3116,-151.321
41AZ,32.9862,-112.026
41C,42.6917,-85.6459
41CA,40.3176,-123.254
41CL,35.0972,-115.22
41G,42.8403,-84.4791
41IL,42.0695,-89.0334
41IS,41.2045,-88.8034
41LA,32.8579,-91.3484
41MN,45.4269,-96.5895
41MO,37.3609,-93.4958
41NC,35.5218,-80.522
41ND,47.6047,-101.102
41NE,42.1556,-98.5004
41NY,44.3124,-73.3849
41OH,40.7837,-81.099
41PA,40.2579,-77.0814
41TA,32.2376,-97.8781
41TS,33.3784,-96.4483
41TX,33.3748,-96.0822
41U,39.3291,-111.615
41WI,42.7386,-88.5798
41XS,30.5391,-97.4189
42A,36.0708,-91.8291
42AK,61.5689,-149.485
42AZ,34.4278,-112.065
42B,41.4457,-72.4556
42C,43.5597,-85.7742
42F,33.1987,-97.317
42FD,27.9997,-81.6037
42FL,24.9712,-80.5956
42I,40.007,-82.0124
42II,41.6845,-86.7678
42IL,39.9875,-89.0817
42J,29.8447,-82.0475
42K,37.975,-98.9657
42KS,37.6583,-98.0809
42KY,36.7764,-88.2223
42M,36.5167,-91.5668
42MI,42.2153,-84.8069
42MN,45.0841,-93.5644
42MO,38.1231,-90.389
42N,43.5169,-86.3733
42NC,35.9578,-78.1706
42NY,42.669,-76.0562
42OH,41.1559,-81.004
42OR,45.3726,-122.463
42PA,41.9198,-77.1414
42Q,39.3249,-121.076
42S,48.116,-105.182
42TE,28.8878,-97.0211
42TX,33.3168,-96.0669
42U,41.1488,-111.767
42V,40.058,-101.547
42VA,36.6782,-76.033
42WA,47.8172,-118.801
42XS,32.6751,-97.5817
43A,35.3882,-79.7928
43AK,61.6008,-149.579
43AZ,34.8867,-109.427
43B,44.7251,-67.9911
43CA,34.8819,-115.733
43CL,34.2061,-115.998
43CO,39.3667,-104.678
43D,47.3582,-118.673
43FD,28.2808,-81.3951
43FL,28.9842,-81.817
43G,42.1767,-83.5458
43I,40.6951,-85.9213
43IL,42.4231,-89.7279
43IN,38.1375,-87.6764
43K,38.3375,-96.9917
43KS,39.1019,-96.4178
43LA,32.7476,-93.8747
43M,42.152,-71.8351
43MN,43.5291,-91.8335
43MO,38.7833,-94.3683
43NC,36.0208,-80.5164
43NE,40.775,-99.1547
43NY,42.7847,-74.8025
43OH,41.2112,-80.9693
43OI,41.1987,-83.7008
43OK,35.6667,-96.9836
43OR,44.0927,-121.153
43PA,40.1601,-75.5463
43TA,32.0252,-97.6264
43TS,32.5662,-95.4683
43TX,26.1531,-98.135
43U,39.5247,-111.475
43WI,43.5664,-89.2671
43Y,47.8916,-94.2502
44A,32.5184,-114.698
44AK,60.5333,-150.104
44AZ,36.9319,-111.97
44B,45.1834,-69.2328
44C,42.4978,-88.9676
44CA,33.6792,-114.644
44CL,38.0138,-121.126
44CO,38.8367,-107.793
44E,33.9539,-112.993
44FD,28.3531,-81.547
44G,41.8556,-83.8708
44GA,32.1043,-83.4829
44I,36.6378,-85.1638
44II,40.9531,-85.3866
44IL,42.3781,-88.3234
44IN,40.4998,-86.955
44IS,39.7448,-91.0749
44KS,37.6103,-97.1625
44KY,37.3526,-83.3424
44LA,30.6474,-93.0552
44M,35.7051,-94.9359
44MI,42.7736,-84.9
44MO,39.7097,-94.8022
44N,41.7074,-73.738
44NC,35.5433,-80.6519
44ND,47.5278,-102.241
44NJ,40.3668,-74.0329
44NY,42.9343,-74.6524
44OK,35.9542,-97.5492
44OR,45.2223,-122.727
44PA,40.8501,-77.6164
44T,46.9927,-122.828
44TE,30.6835,-98.417
44TS,30.5777,-98.8337
44TX,30.2105,-99.0948
44U,39.0291,-111.838
44VA,37.7312,-79.8112
44WI,45.2042,-87.0987
45AK,63.9618,-145.47
45AR,34.5501,-92.0501
45AZ,35.4009,-109.276
45CL,40.1432,-123.398
45D,44.7,-93.4719
45G,42.5698,-83.7785
45II,41.6337,-86.5859
45IN,38.9964,-85.748
45J,34.8911,-79.7591
45K,39.0947,-97.7206
45KS,37.4039,-96.4533
45MI,46.2639,-84.1264
45MN,47.9261,-96.6142
45MO,38.8473,-90.639
45NC,36.5281,-77.4547
45OH,40.0914,-83.3591
45OI,40.5612,-81.5457
45OK,36.9126,-95.603
45OL,35.8376,-94.6252
45OR,43.1548,-124.171
45R,30.3363,-94.2576
45S,43.111,-121.094
45TE,33.1918,-97.3253
45TX,31.7524,-97.0983
45VA,37.6951,-76.995
45WI,45,-92.2835
46A,34.8551,-83.9969
46AK,59.7383,-151.03
46AR,34.8462,-92.1721
46AZ,36.0911,-110.233
46CA,32.9709,-116.409
46CO,38.1,-104.426
46D,47.4511,-99.1511
46FD,29.668,-81.4973
46IA,41.7558,-93.5666
46IN,41.3812,-86.2228
46IS,41.1834,-87.9012
46KS,37.8317,-97.3631
46LA,32.7965,-91.9468
46MN,46.0055,-95.692
46MO,38.8084,-90.6126
46N,41.9846,-73.836
46NC,34.8928,-80.3733
46ND,46.9811,-96.9212
46NE,40.8964,-101.505
46NJ,40.1529,-74.4552
46NY,43.0188,-76.7609
46OH,41.1037,-80.8265
46OI,41.6834,-83.7666
46OK,36.2211,-97.8445
46Q,39.4602,-121.581
46TA,28.1261,-98.8597
46TE,29.8749,-103.697
46TS,33.1282,-96.5097
46TX,29.1508,-95.4952
46U,43.1846,-111.042
46VA,37.8188,-78.0472
46XS,33.3112,-97.1045
47A,34.3106,-84.4239
47AK,61.2922,-149.533
47AZ,33.2242,-111.594
47CL,40.0804,-122.577
47CO,40.9,-104.834
47FD,26.6628,-81.7706
47FL,28.9642,-81.779
47G,43.2409,-84.88
47GA,32.2197,-83.8553
47I,39.1781,-81.5237
47II,41.0562,-85.6905
47IL,40.9507,-88.2706
47IN,38.9884,-87.5181
47J,34.7126,-79.9579
47K,38.207,-97.5031
47KS,38.7706,-95.2744
47M,35.6854,-89.2045
47MI,43.5334,-83.8541
47MN,44.7,-93.8669
47MO,39.7403,-93.9905
47N,40.5244,-74.5984
47NC,35.1381,-78.8228
47NY,42.045,-77.35
47OH,41.2001,-82.5735
47OK,35.5837,-98.0401
47OR,42.1649,-119.905
47PA,40.7167,-77.9831
47TA,33.256,-96.8853
47TE,28.8517,-96.4975
47TS,31.048,-95.9177
47TX,26.9339,-97.7625
47V,40.6375,-100.471
47WI,42.89,-88.8082
47XS,33.4725,-101.785
47Y,46.6416,-96.1045
48A,32.3994,-83.2759
48AK,61.7931,-148.492
48AZ,34.6509,-111.788
48B,46.9861,-94.2357
48CO,40.7216,-104.778
48D,43.8345,-84.7402
48FL,30.8141,-87.475
48G,43.1042,-82.8902
48I,38.687,-80.6518
48II,41.1904,-85.0242
48IL,38.8367,-90.2472
48K,38.4711,-99.9081
48KS,38.8111,-97.4314
48KY,37.7198,-84.001
48LL,42.1253,-89.459
48MN,43.7708,-93.5891
48NC,35.7817,-80.4169
48ND,46.5125,-100.55
48OH,41.2542,-82.1971
48OK,35.3182,-95.5183
48OR,43.1593,-123.502
48S,48.5667,-108.773
48T,30.2169,-98.4336
48TE,33.7932,-95.528
48TS,29.6677,-98.1989
48TX,33.4543,-96.3816
48U,41.458,-109.49
48V,40.0102,-105.048
48VA,39.2907,-78.3508
48WA,46.5625,-120.777
48WI,45.7938,-89.7301
48X,27.6425,-82.5209
48XS,29.9266,-103.295
49A,34.6279,-84.5249
49AK,62.0245,-149.977
49AZ,36.732,-109.619
49B,44.4176,-103.375
49C,42.5334,-88.1584
49CL,36.9055,-120.177
49CO,40.0933,-104.375
49F,31.2274,-101.953
49FL,30.9771,-87.495
49G,42.5792,-84.9083
49I,39.0915,-80.4695
49II,39.6098,-87.0153
49IL,41.5933,-88.6917
49IN,39.1317,-87.382
49K,37.4556,-97.8337
49KS,39.2144,-96.6722
49MN,44.6719,-92.8263
49ND,46.3675,-101.702
49NE,41.0653,-100.728
49NY,41.0668,-72.3495
49OH,41.3667,-81.9665
49OR,44.5938,-119.564
49PA,40.8593,-75.1338
49R,29.7455,-99.7609
49S,48.845,-113.427
49TA,29.8966,-95.0174
49TE,30.0577,-99.5128
49U,43.2513,-108.121
49WA,46.847,-122.522
49WI,43.3792,-90.0154
49X,34.5275,-114.431
49XS,34.1417,-100.144
4A0,33.5357,-84.1791
4A2,60.8667,-162.273
4A4,34.0187,-85.1465
4A5,35.8989,-92.6559
4A6,34.689,-86.0058
4A7,33.3891,-84.3324
4A8,36.3928,-93.9124
4A9,34.4737,-85.7214
4AC,35.1959,-106.573
4AK,65.4726,-148.669
4AK2,61.558,-149.424
4AK3,61.3779,-143.326
4AK5,62.9899,-144.48
4AK6,61.641,-149.289
4AK7,59.2809,-158.597
4AK8,63.1338,-142.522
4AK9,58.7343,-157.007
4AL1,33.8856,-86.0553
4AL2,30.3732,-87.7256
4AL6,30.4669,-87.6833
4AL7,34.7447,-85.6898
4AL8,34.4906,-86.6733
4AL9,31.9747,-86.2939
4AR1,35.0413,-92.101
4AR2,34.9083,-92.0083
4AR6,34.3793,-93.6377
4AR7,35.0834,-94.1169
4AZ0,32.299,-111.317
4AZ2,33.702,-105.384
4AZ4,33.6689,-114.23
4AZ6,34.9981,-113.462
4AZ7,33.3778,-110.462
4AZ8,32.2947,-111.344
4AZ9,32.1131,-109.762
4B0,42.5607,-73.834
4B1,42.7584,-74.1329
4B6,43.877,-73.4132
4B7,43.8626,-73.7426
4B8,41.6903,-72.8648
4B9,41.9168,-72.7773
4C1,41.4539,-86.7922
4C2,41.4312,-84.9816
4C4,44.8834,-71.4995
4C7,42.5458,-93.0341
4C8,40.9945,-92.763
4CA2,37.9469,-121.647
4CA7,39.6707,-121.886
4CA8,37.6405,-121.162
4CL3,39.1463,-122.354
4CL4,34.4544,-117.026
4CO0,39.3889,-107.16
4CO2,40.8047,-104.985
4CO3,37.3917,-102.28
4CO7,39.2178,-104.68
4CO8,39.3069,-104.816
4D0,42.7742,-84.7331
4D1,43.67,-90.2326
4D8,43.3332,-95.159
4D9,40.1139,-99.3456
4F0,32.9334,-94.7336
4F1,36.2223,-96.3461
4F2,32.1761,-94.2988
4F4,32.699,-94.9489
4F7,33.8038,-93.3632
4F8,33.4404,-93.0557
4F9,46.3466,-98.2837
4FA3,26.6434,-82.1179
4FD1,30.658,-83.8674
4FD2,30.0538,-83.0187
4FD4,30.1849,-85.7499
4FD5,30.1349,-85.7341
4FD7,28.2064,-81.8279
4FL0,30.4036,-83.81
4FL1,27.8628,-80.9581
4FL2,28.595,-82.1498
4FL3,27.7417,-80.6662
4FL4,29.7783,-82.8904
4FL6,28.9378,-81.4737
4FL7,29.3341,-82.2509
4FL8,27.3437,-82.3173
4FL9,28.1434,-81.647
4G0,40.4523,-79.7748
4G1,41.4468,-80.3913
4G2,42.7009,-78.9148
4G3,40.9818,-81.0421
4G4,40.9618,-80.6773
4G5,39.779,-81.1028
4G6,42.3821,-77.6821
4G7,39.4482,-80.167
4G8,41.3188,-81.9602
4GA0,34.2801,-84.4213
4GA1,33.0448,-84.3983
4GA4,34.8467,-84.7547
4GA6,33.6621,-84.6805
4GA7,33.1346,-84.2541
4GA8,31.4155,-84.713
4GA9,34.2423,-84.0571
4GE0,32.936,-81.6621
4GE1,30.7237,-84.5411
4GE2,33.5501,-84.1666
4H8,40.1,-91.2835
4I0,37.6876,-82.261
4I1,36.8295,-84.188
4I2,39.8894,-82.9642
4I3,40.3287,-82.5238
4I7,39.6303,-86.8139
4I9,40.5245,-82.8501
4IA2,41.5861,-91.2202
4IA4,40.8186,-91.3389
4IA6,41.0833,-95.0947
4IA7,42.4719,-92.4952
4IA8,41.6472,-91.9596
4IA9,42.4583,-92.7224
4II0,40.6095,-86.7383
4II2,39.8534,-85.9541
4II3,39.7364,-86.7297
4II4,41.2556,-86.7881
4II6,38.3792,-86.0816
4II7,40.1059,-86.5219
4II8,39.7223,-85.7166
4II9,40.6092,-86.8808
4IL2,40.8084,-88.5417
4IL3,42.1428,-89.2284
4IL4,39.0564,-88.8161
4IL5,41.725,-90.0051
4IL7,40.4117,-87.6339
4IL8,37.7563,-89.3833
4IL9,40.7764,-88.3876
4IN1,41.5484,-85.2274
4IN2,41.5702,-85.4053
4IN4,39.9753,-87.1803
4IN5,41.3442,-86.1483
4IN7,40.3009,-87.2292
4IN8,40.8675,-87.0683
4IN9,41.4189,-85.6917
4IS1,39.7731,-88.4487
4IS5,38.2584,-89.9381
4IS6,40.9306,-89.1206
4IS7,40.0731,-88.3995
4IS8,40.0217,-89.5501
4IS9,39.0848,-89.9557
4J1,31.2127,-81.9054
4J2,31.2127,-83.2277
4J5,30.8058,-83.5865
4J6,30.7547,-81.5573
4J8,32.3877,-82.5637
4K0,59.7896,-154.124
4K3,39.2098,-93.928
4K5,57.9229,-152.501
4K6,40.7321,-92.4283
4K8,36.8667,-97.0211
4KA,60.5756,-165.273
4KS1,38.6853,-95.033
4KS2,39.0186,-94.9544
4KS6,38.2417,-95.9067
4KS7,37.5589,-97.065
4KS8,39.5911,-101.593
4KY0,36.7619,-88.3767
4KY4,37.5925,-87.2811
4KY5,38.0286,-83.89
4KY7,38.8233,-84.6847
4KY8,37.9458,-85.6969
4LA0,29.4627,-89.7028
4LA8,30.7077,-90.8743
4LA9,29.5327,-90.3934
4LL0,41.8359,-89.0934
4LL1,41.8542,-89.0876
4LL3,42.3083,-89.9835
4LL5,40.15,-91.5002
4LL6,39.4895,-89.9543
4LL7,42,-88.6668
4LL8,42.0028,-88.6459
4LL9,39.3437,-89.4237
4M0,44.6978,-85.9136
4M1,36.3834,-93.6169
4M2,35.1487,-93.8655
4M3,34.8082,-91.7121
4M4,35.5979,-92.4518
4M5,33.489,-91.4418
4M6,47.5955,-94.2822
4M7,36.7999,-86.8102
4M8,34.6487,-91.3946
4M9,36.4042,-90.6479
4MD0,38.3743,-76.483
4MD1,38.3682,-75.2307
4MD2,39.4298,-79.4539
4MD3,38.4397,-75.1594
4MD4,38.3406,-76.7372
4MD6,39.625,-76.2625
4MD7,38.9575,-75.9867
4MD8,39.3583,-77.3397
4MD9,39.4806,-76.7606
4MI0,42.8381,-82.9688
4MI1,41.8289,-83.6885
4MI3,42.7278,-86.0403
4MI4,42.1781,-85.6708
4MI6,41.8578,-86.6145
4MI7,43.8134,-84.8217
4MI8,41.7073,-84.2341
4MN0,45.6619,-94.5756
4MN1,45.1583,-94.0669
4MN2,46.5508,-94.8042
4MN4,44.4558,-96.2306
4MN6,47.0419,-94.9285
4MN7,43.8438,-94.2858
4MN8,46.6275,-94.3394
4MN9,44.7045,-94.2266
4MO,39.0125,-91.4193
4MO0,38.6995,-94.058
4MO1,38.9261,-94.2563
4MO2,40.5584,-92.4419
4MO3,39.9917,-92.4919
4MO4,39.2167,-94.3336
4MO5,37.3667,-93.9919
4MO6,39.4389,-91.1182
4MO7,40.1414,-95.2408
4MO8,39.2067,-94.2697
4MO9,38.8925,-94.1086
4MS0,32.3004,-89.859
4MS2,32.2121,-90.4503
4MS3,34.956,-89.394
4MS4,34.1577,-88.7602
4MS5,31.0014,-88.517
4MS7,34.7484,-90.2808
4MS9,32.666,-90.0676
4MT1,45.8207,-111.145
4MT3,45.6908,-111.779
4N0,42.2889,-85.75
4N1,41.1285,-74.3458
4N2,42.7095,-77.2755
4N4,46.0891,-97.1665
4N7,42.3042,-75.7871
4N8,42.0501,-75.301
4NA0,48.0084,-103.591
4NA1,48.2547,-103.673
4NA2,47.9534,-103.72
4NA3,48.8572,-101.302
4NA4,47.0644,-100.741
4NA5,48.2883,-101.828
4NA6,48.455,-103.88
4NA7,47.2892,-98.2468
4NC0,35.8985,-80.6162
4NC2,35.2077,-76.6122
4NC4,35.3285,-80.8645
4NC5,34.7304,-77.0505
4NC6,35.4446,-82.4796
4NC7,35.6963,-78.5375
4NC8,35.4224,-80.6206
4NC9,35.4935,-80.9656
4ND1,47.7928,-97.1537
4ND2,48.2583,-100.5
4ND3,48.6083,-100.717
4ND4,48.5639,-100.88
4ND8,46.3541,-97.117
4NE0,40.9161,-101.56
4NE1,41.7542,-99.7546
4NE4,41.0278,-101.627
4NE5,41.0717,-101.663
4NE8,40.3828,-101.152
4NE9,40.9992,-101.447
4NJ0,40.4493,-75.0177
4NJ2,40.8293,-74.1204
4NJ8,40.6001,-74.7329
4NK1,43.1448,-76.3113
4NK2,43.0756,-77.2333
4NK3,42.6725,-78.967
4NK4,42.8272,-76.0258
4NK5,43.1012,-77.3678
4NK6,43.1611,-77.1775
4NK8,43.0009,-74.1871
4NY0,44.6689,-73.5462
4NY1,41.3279,-74.3246
4NY2,40.7848,-73.8585
4NY4,42.5595,-73.7721
4NY8,42.1209,-76.9011
4O1,34.6276,-99.014
4O2,33.9515,-97.1461
4O3,36.7451,-97.3496
4O4,33.9093,-94.8584
4O5,36.7877,-98.3585
4O6,36.5834,-94.9169
4O7,36.3706,-98.1787
4OH1,41.717,-81.1068
4OH4,39.7928,-83.1172
4OH8,41.5,-84.2499
4OI7,41.4537,-81.9701
4OI8,41.0578,-80.7545
4OI9,39.1037,-82.6107
4OK0,35.2251,-96.7228
4OK1,34.7168,-95.1752
4OK2,36.4931,-96.0547
4OK4,35.2876,-97.6642
4OK5,34.5501,-97.6003
4OK6,34.9895,-97.0253
4OK7,35.0912,-97.5009
4OK8,34.9032,-95.3589
4OL3,34.5167,-98.3337
4OR0,42.5551,-123.204
4OR3,44.7304,-123.076
4OR4,44.4436,-123.238
4OR5,44.9679,-122.941
4OR6,45.4498,-122.254
4OR7,44.9854,-122.946
4OR8,44.8485,-123.041
4P3,44.0039,-96.5931
4P5,45.8833,-90.0002
4PA1,40.8839,-76.98
4PA3,40.6306,-77.0103
4PA5,41.3084,-77.5247
4PA6,41.9151,-75.3644
4PA7,40.5648,-76.7466
4PA8,40.4329,-75.1496
4PN0,41.2164,-80.0937
4PN7,41.4181,-76.5344
4PN8,41.5309,-75.8783
4PS6,40.6367,-77.4836
4PS7,39.7362,-75.9436
4R1,31.0155,-89.4826
4R3,31.4721,-87.8947
4R4,30.4621,-87.878
4R5,46.7887,-90.7587
4R6,46.2583,-97.4379
4R7,30.4663,-92.4238
4R8,30.8085,-91.2168
4R9,30.2605,-88.1275
4S1,42.4134,-124.424
4S2,45.6726,-121.536
4S3,45.3571,-117.253
4S4,45.5826,-123.053
4S5,48.6264,-97.4392
4S6,46.6378,-121.124
4S7,42.001,-121.396
4S9,45.2163,-122.59
4SC4,34.7653,-82.6911
4SD,39.6674,-119.875
4T6,32.4561,-96.9124
4TA0,29.3555,-95.6638
4TA1,33.3029,-97.1114
4TA2,32.9773,-97.4884
4TA3,32.8987,-98.4601
4TA4,29.9391,-96.0597
4TA5,33.8526,-98.6462
4TA6,30.0224,-99.3837
4TA8,30.6168,-101.017
4TE0,32.9297,-94.7429
4TE1,36.267,-100.535
4TE2,29.5441,-100.673
4TE3,35.1167,-101.442
4TE4,29.621,-103.679
4TE6,30.0622,-94.9401
4TE7,29.7408,-100.965
4TE8,30.321,-94.0735
4TE9,29.2641,-99.3506
4TN0,36.1519,-83.7328
4TN2,35.8834,-84.9688
4TN4,35.19,-89.6386
4TN9,35.6108,-88.6947
4TS7,30.4502,-102.927
4TS8,29.375,-99.342
4TX0,29.8636,-94.8344
4TX2,32.9668,-97.2336
4TX3,33.6612,-95.8336
4TX4,32.6279,-97.192
4TX5,32.2299,-96.2597
4TX6,32.4127,-94.8183
4TX7,33.4195,-99.8656
4TX8,33.2487,-97.2239
4U3,48.5107,-110.991
4U4,48.5139,-109.062
4U6,47.4186,-105.562
4U7,45.8606,-114.22
4U8,39.0222,-87.1875
4U9,44.7357,-112.72
4V0,40.0947,-108.761
4V1,37.6966,-104.785
4V4,47.7242,-97.5904
4V6,42.6791,-102.705
4V8,42.9271,-72.8657
4V9,42.1122,-98.0387
4VA0,37.6365,-78.73
4VA1,36.6868,-79.6661
4VA3,37.4299,-77.3944
4VA4,38.9348,-78.54
4VA5,37.6596,-78.9222
4VA6,37.8807,-75.506
4VA8,37.6138,-77.2958
4VA9,38.569,-77.9205
4W0,47.3957,-121.537
4W4,36.2835,-79.0789
4W6,48.9896,-122.732
4W7,36.0668,-79.2831
4W8,46.9904,-123.431
4W9,35.0507,-77.7361
4WA0,46.9403,-119.738
4WA1,45.6083,-122.197
4WA2,46.9272,-122.968
4WA4,48.5415,-122.887
4WA5,48.7234,-122.698
4WA6,46.6185,-118.595
4WA8,48.8348,-122.264
4WA9,47.4323,-122.668
4WI0,44.9333,-91.2724
4WI1,43.4833,-89.1834
4WI2,45.6061,-89.0215
4WI3,45.3252,-88.1373
4WI4,45.5741,-89.748
4WI5,44.7236,-91.4599
4WI6,43.8042,-87.8973
4WI7,45.2033,-89.5244
4WI8,44.0513,-91.3763
4WI9,45.0069,-92.1918
4WN4,45.2941,-91.2329
4XS0,29.9297,-95.9641
4XS1,32.1339,-96.5206
4XS2,33.1706,-97.7317
4XS5,31.1219,-93.803
4XS6,30.3919,-98.6614
4XS7,30.5271,-98.3587
4XS8,29.9669,-98.117
4XS9,30.096,-98.1628
4Y1,42.5653,-83.8565
4Y4,44.9125,-84.8764
4Y8,43.2022,-82.7541
4Y9,44.3083,-85.7723
4Z2,65.9049,-163.329
4Z5,62.0072,-141.181
4Z7,55.9033,-130.007
4Z9,59.4522,-151.522
50AZ,36.0597,-110.588
50D,46.0091,-88.2739
50F,32.5818,-97.5908
50FD,30.5182,-85.1988
